,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,0.0,6711.558355922499
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,0.0,9704.204410911401
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1.0,1414.797281383414
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,1.0,812.6370973875447
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,1.0,461.5744348207348
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,1.0,604.7434974119758
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1.0,816.2652558480629
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,1.0,3177.3465497808406
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,1.0,6503.969125579374
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,1.0,734.4889153467823
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1.0,1954.9145203069013
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,0.0,10314.389750960774
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,1.0,6571.6671614317465
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,1.0,2289.383782223638
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,0.0,13933.389073511551
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,0.0,3755.2125082743246
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1.0,1845.4826460927109
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,1.0,3187.3923557079142
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,0.0,22268.71603668869
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,1.0,572.9243323384565
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,1.0,526.1373633646022
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1.0,1167.3282039185383
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,1.0,2261.8909738994535
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,0.0,6962.352817683338
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,0.0,15022.564813315823
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,0.0,10429.314890114378
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1.0,1010.5477041087748
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,0.0,3529.773314723763
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,1.0,7495.536254468385
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,0.0,4005.269972752105
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,1.0,2279.1105684968934
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1.0,1094.3224957715831
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,0.0,5036.09332295521
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1.0,1395.8007429459274
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1.0,1934.991382461697
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,0.0,4803.495907184657
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,1.0,780.2713830839025
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1.0,1075.798368536796
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,1.0,405.8216663612276
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,,4793.945061857278
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,0.0,3526.1118062599867
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,1.0,445.3125868708861
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,1.0,635.6422332392708
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,1.0,449.8903059919515
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,1.0,3557.3150904436584
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,0.0,9515.441122256798
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,1.0,2206.020750361256
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,1.0,526.9872001169301
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,1.0,6335.750024089944
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,1.0,7169.990134595933
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,0.0,5129.207265667157
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,1.0,9369.228924187746
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,1.0,2283.9888737929055
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1.0,1895.7100256434112
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,0.0,10645.152225993425
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,1.0,548.5213293179786
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,1.0,6449.59341597735
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1.0,798.0690819326924
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1.0,1143.4877246833717
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,0.0,6475.935606292387
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1.0,965.4804416070263
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,0.0,5558.508730584695
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,1.0,8503.107039967319
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,,6454.636769764165
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,1.0,9356.138120892458
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,1.0,2547.985746873883
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,1.0,521.2194378828948
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,1.0,2937.9870540417164
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1.0,1621.2395656647784
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,0.0,2799.023375566183
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,1.0,3351.9111093575148
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,0.0,9445.727205388688
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1.0,1692.0021581812443
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1.0,2295.8290067745106
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1.0,2133.861548592971
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,1.0,4975.399717331183
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1.0,1052.7000861517604
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,1.0,584.3957509758793
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1.0,1134.3937880933765
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,1.0,420.9352665879454
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,1.0,861.6768628132605
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,1.0,2197.7093596390405
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,1.0,556.5577450770209
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,0.0,5997.540449465364
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,1.0,4055.289548934852
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1.0,1352.8588991717236
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,0.0,5259.4546589710535
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,0.0,5921.021665152538
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,0.0,15925.301542887333
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,0.0,15459.58115514191
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,1.0,5349.884994047044
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,1.0,4554.739459078455
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,0.0,4028.7193505957325
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,1.0,3180.7676171564467
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1.0,1397.8327651802579
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1.0,1576.3458864346787
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,0.0,6809.098755288043
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,1.0,440.91894448467116
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,0.0,13178.803612692676
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,0.0,14665.353165341554
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1.0,1762.075351412405
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,1.0,3297.51018766974
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1.0,1571.286152075862
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1.0,957.0001482252736
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,0.0,4849.433942746782
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0.0,17932.397835216976
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,1.0,748.9317564934994
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1.0,766.750450911546
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,0.0,9903.5300546883
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,0.0,5212.728866471196
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,1.0,663.2120603862365
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,0.0,5562.955214703653
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,1.0,2094.2495581908083
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,1.0,626.1752920040834
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,1.0,2387.84664790956
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1.0,1338.8458351404004
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,0.0,4650.928945513376
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1.0,1126.1985153833314
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,0.0,9503.610320255202
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,1.0,2101.492033823239
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,1.0,8348.179597820392
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,1.0,375.16439433615534
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,1.0,413.91986473897714
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,0.0,4404.397319005578
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1.0,1676.6330459166338
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,0.0,6942.707539851272
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,0.0,14960.359666033284
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,1.0,2308.9781861072147
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1.0,1566.087144508531
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1.0,805.0685476261425
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,1.0,1998.7549693813023
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,1.0,6140.134287134777
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,0.0,10483.966262903748
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,0.0,4117.675517882051
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,0.0,5467.751708121455
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,1.0,889.9554772325898
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,0.0,7311.3671410677125
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,1.0,574.2864156933346
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,1.0,2903.5054554926473
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,1.0,687.3369464479521
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,0.0,5253.7206265941595
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,1.0,2372.8514559002833
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1.0,1251.4773188493966
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,0.0,5117.894544951298
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,1.0,6065.5662020160635
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,1.0,2883.7002129407247
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,0.0,8718.931752131033
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1.0,1253.2301493092457
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1.0,2154.226989404976
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1.0,1276.5806956930896
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,1.0,2274.702406018491
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,1.0,500.3152472697002
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1.0,1050.555411831482
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1.0,1736.934357510977
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,1.0,808.5774919562742
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,0.0,7197.577334206855
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,1.0,2295.4267430983255
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1.0,1775.4925592201296
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1.0,1450.9949856347878
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,1.0,2516.3467627495447
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,0.0,5545.722898821573
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,0.0,15068.054357702697
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,0.0,10070.679010398979
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,0.0,5124.240532029563
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1.0,979.6281662365698
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,1.0,634.7742876697539
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1.0,1013.2759903956304
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,1.0,604.7434974119758
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,0.0,8524.313757710814
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,1.0,704.0064747780284
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,0.0,9034.111416620874
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,1.0,2273.8049024549778
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1.0,852.3936627042931
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,1.0,2617.921892139827
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,0.0,5180.322524142968
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,1.0,4299.447545644649
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,1.0,749.5250409133555
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,1.0,627.6704425464236
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,1.0,4518.471300154522
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,0.0,4450.617923898989
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,1.0,616.2225675422391
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,0.0,5430.19955757625
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,1.0,710.1838209903426
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,0.0,9121.781479048737
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,0.0,3746.160798364656
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,1.0,6121.289857314472
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,1.0,4149.604944807305
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,1.0,2575.7268160683584
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,0.0,3369.620689797871
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1.0,1806.786752336247
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1.0,1119.8204451699967
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,0.0,5044.835774197961
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1.0,2001.9162410414
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,0.0,4787.794078772108
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1.0,1753.466141487708
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,1.0,462.3094187344412
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,1.0,6774.61869315914
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1.0,715.3046391134548
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,0.0,3709.3631474970457
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,1.0,5500.66766120457
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,0.0,6616.92209588131
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,0.0,17722.19308413944
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,,1596.0130979780165
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,1.0,2633.2209056639836
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,1.0,2341.061093424928
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,0.0,9799.753977968501
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,0.0,11511.492497400315
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,0.0,5203.272907509449
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,0.0,3729.7524508184033
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,0.0,12826.73834325292
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1.0,1369.5969412746965
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,0.0,3930.848635818237
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,1.0,3164.0714702626924
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,1.0,704.0064747780284
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1.0,1176.9471162623101
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,1.0,590.8811556990738
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1.0,2047.937419707699
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,1.0,733.2344241335934
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,1.0,2961.253492630274
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,1.0,5384.358599024904
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1.0,1148.5196750310147
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,1.0,2338.997127659339
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,1.0,3164.037399246103
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,1.0,688.7351395273377
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1.0,1966.4325370432582
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,1.0,647.4687419613911
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,1.0,370.7492591181476
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,1.0,3187.3923557079142
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1.0,2006.8154811673141
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1.0,1998.7549693813023
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,1.0,474.71241487473196
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,1.0,3090.3416772365385
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,0.0,7924.33797882946
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,0.0,7468.0507363235365
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,1.0,748.9317564934994
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1.0,1883.9308288096008
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,1.0,6580.825058321641
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,1.0,607.4638876660097
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,0.0,12047.86318563167
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,1.0,3361.372878579295
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,1.0,742.6127527032293
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,1.0,445.0009109127228
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,0.0,4580.5389122908755
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1.0,2163.2648661530175
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,0.0,14814.672308782023
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1.0,1424.201943798457
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,1.0,2804.736831201632
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1.0,1588.9095874401337
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,1.0,794.7073417783979
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,0.0,16877.442286637983
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,1.0,644.4976962065621
4402,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,1.0,762.1461505597164
4403,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1.0,1276.4164747004554
4404,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,1.0,801.6409316176049
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1.0,1405.952697707947
4406,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,1.0,615.3360254341102
4407,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,1.0,6204.766547808252
4408,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,1.0,975.1788601853195
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,1.0,551.0143259787881
4410,1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,0.0,8250.767085241032
4411,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,1.0,468.9235776367776
4412,1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,0.0,7445.503698416293
4413,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,1.0,4942.054678209158
4414,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,0.0,6483.913412544265
4415,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,1.0,3933.961868574928
4416,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,1.0,514.203702814272
4417,1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,0.0,9682.801938965456
4418,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,1.0,816.4570292459935
4419,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,,3245.18077346105
4420,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,1.0,2277.1541033655753
4421,1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,0.0,3738.8975758770644
4422,1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,1.0,5574.012317610312
4423,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1.0,1112.0162496160906
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,0.0,16877.442286637983
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,1.0,658.6565629428683
4426,1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,0.0,4841.269548788282
4427,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,0.0,8492.191318114314
4428,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,1.0,533.2495401980401
4429,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,1.0,482.6446673048719
4430,1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,0.0,5653.998278595069
