,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1,1204.334877021217
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1,1209.9374806456565
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1,1113.4136111480427
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,0,5234.280988962945
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1,1569.2448970625337
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,1,470.9857824837948
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,0,10408.839998123183
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,0,12898.053594682126
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,0,8847.553253618411
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,0,11648.98114264279
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,1,2949.9040052041682
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,1,4610.303794656432
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,1,606.1119192684289
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1,1395.3262615279602
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,0,4513.7527699206685
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,1,571.9957169881021
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,0,4656.144663400669
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1,1892.5769815058675
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,1,1071.9190226305209
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,1,582.639823155004
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,1,3321.261835132999
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,1,2608.0717010637954
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,1,861.9590740241093
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,1,860.0860663923243
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,0,14402.608686096872
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,1,509.5588930959339
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,1,3948.260165359899
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1,1440.1997393822717
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,0,9397.270064323426
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,0,4669.1555020382775
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,1,1366.7376182187297
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1,2022.469096350041
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,0,4747.237871202351
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,1,4789.108302170705
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,1,6880.579282819534
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,1,709.9368161277675
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,0,3972.459468083422
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1,1286.6763117820303
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,0,5220.136663251947
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,1,3944.035648951986
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,0,6982.626134230949
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,0,9969.885118907996
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1,1457.9507627798746
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,1,822.3078014093508
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,1,452.5606668250013
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,1,606.1119192684289
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1,776.8796079782808
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,1,3221.7482074753975
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,1,6465.405364567286
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,1,768.4462645401902
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1,1952.884341310683
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,0,9720.861332788263
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,1,6295.178699064537
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,1,2291.5308023328116
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,0,13197.815313170231
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,0,3867.218828094524
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1,1722.4918197445727
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,1,2932.705754305463
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,0,20577.207895987125
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,1,554.1413477853472
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,1,496.1133999830902
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,1,1118.3408457178386
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,1,2312.587189079584
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,0,7666.801569170652
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,0,16036.671652246621
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,0,10122.610740721546
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1,1031.3163423717308
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,1,3213.257654898987
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,1,6982.137345696578
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,1,3989.6487106254185
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,1,2284.942052341757
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1,1187.5316712184733
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,1,5153.211623304003
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1,1443.1473327617146
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1,1944.6553206133199
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,1,4863.979798453513
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,1,754.4663437713475
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1,1060.739890612135
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,1,406.40967501211026
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,0,6711.000948682363
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,1,3593.0020047148146
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,1,461.4945433026668
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,1,647.5067274652693
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,1,452.13461721344396
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,1,3169.953766747131
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,0,9255.33735249392
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,1,2082.8130531736
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,1,532.317121890343
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,1,7012.893338793315
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,0,7834.72512095805
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,1,4912.197868961296
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,0,9811.895209041231
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,1,2295.3940059607294
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1,1920.89572884425
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,0,10312.39242378662
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,1,536.4925250357992
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,1,6178.782038428403
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1,750.3533531135469
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1,1067.333305456701
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,1,6757.00150415297
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1,1050.922655332905
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,1,5548.951801364673
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,0,8041.4363291648715
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,0,11412.999238989247
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,0,9927.550237105886
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,1,2451.6100318796457
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,1,546.0420532147226
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,1,2955.1572987697677
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1,1450.3576382550357
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,1,2757.9317127611193
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,1,3064.696916653923
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,0,9142.601439071852
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1,1631.1193506885058
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1,2103.179559526622
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1,1979.872211321252
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,1,5025.0197343741565
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1,1006.6839048262552
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,1,573.4708148205822
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1,1105.2543619158141
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,1,404.6247738907856
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,1,852.2933491840565
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,1,2205.256385521442
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,1,541.7562008661483
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,0,6048.288519985435
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,1,3661.796894744203
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1,1486.6839359941505
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,0,5428.154976342535
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,0,5905.624899912124
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,0,15123.59976606424
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,0,14578.604916735343
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,1,5396.015187050715
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,1,4610.686446896469
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,1,4109.752231263423
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,1,2914.948026308171
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1,1355.6656565750868
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1,1698.6471267081324
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,0,6973.569450648588
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,1,448.4541587707488
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,0,11852.962278498479
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,0,14629.412667560515
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1,1739.4563403290088
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,1,3065.5502205298408
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1,1714.4136634495835
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1,933.0644813063832
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,0,5162.080462627314
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0,17870.041416281074
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,1,725.2567065569185
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1,753.6037074090266
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,0,11013.657698064033
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,0,5409.923456089
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,1,665.6529319680475
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,0,5796.633013562162
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,1,1979.6440191468666
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,1,616.4887177288643
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,1,2269.0482550396914
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1,1364.1823654519364
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,1,4568.969607733885
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1,1108.8843640272014
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,0,9665.482256846051
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,1,2086.1677095592545
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,0,7902.53634808646
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,1,387.6418513582926
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,1,396.6100207897865
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,0,4565.825064979888
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1,1657.0238874584643
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,0,7270.38657546059
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,0,12821.086535629627
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,1,2303.191254624621
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1,1502.4503565210755
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1,867.8220534594697
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,1,1946.3531087852507
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,1,6796.217726300613
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,0,10161.979229740351
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,1,4110.497108199532
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,1,5459.930863679232
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,1,884.8294366631729
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,0,7076.386910260928
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,1,595.0627294509212
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,1,2540.603221203746
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,1,686.3298189246535
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,0,5262.6992548435755
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,1,2221.0245775420435
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1,1149.2208215475855
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,1,5170.488441167175
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,1,5682.4862523527045
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,1,2715.0801892414256
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,0,8288.746357458776
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1,1317.9987394060488
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1,2043.3090661698684
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1,1299.6440233891851
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,1,2163.6664251250736
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,1,501.45572940891344
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1,1032.4545757811368
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1,1896.0006350014223
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,1,798.0042528191437
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,0,7925.878270344705
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,1,2134.453267814411
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1,1698.3080288670678
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1,1404.9531472517103
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,1,2558.0611688079834
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,1,5628.12268691841
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,0,15098.023224984303
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,0,11198.03405691896
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,1,5211.02623653043
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1,1042.4578478298388
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,1,664.8660025725651
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1,976.9327650957185
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,1,606.1119192684289
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,0,7415.136157609028
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,1,683.4768417694615
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,0,8688.248323452157
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,1,2268.5970782557874
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1,862.7055822802361
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,1,2635.376350404113
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,1,5309.304906749734
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,1,4330.177397169157
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,1,732.1014150902965
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,1,618.4742304455938
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,1,4563.751042428145
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,0,4548.687999585583
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,1,607.8032831690217
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,0,5414.534105646715
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,1,677.1602223642914
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,0,9531.344606308987
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,1,3791.5943881292255
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,0,6180.703289483005
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,1,3727.1996927758764
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,1,2683.373456684797
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,1,3070.652692160679
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1,1715.094915623234
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1,1099.8143730807076
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,0,5343.4531362138705
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1,1997.2364848463571
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,0,4921.631926157983
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1,1790.3389873288302
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,1,436.1897675281878
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,0,6837.72004400204
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1,773.8840759717284
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,1,3745.1063249701147
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,1,5571.852012292076
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,0,6866.112904111853
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,0,17033.693398637974
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1,1815.49173583944
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,1,2471.9351945844746
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,1,2336.5068409768537
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,0,10639.214721738665
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,0,10368.706854809248
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,0,5271.039388753717
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,1,3767.912935643008
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,0,13453.68464412551
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1,1307.4540494212458
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,1,3916.8089852505973
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,1,3476.1817726857184
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,1,683.4768417694615
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1,1108.025374349429
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,1,573.7909188686293
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1,2031.055191018472
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,1,787.7947610108075
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,1,2985.8177227542865
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,1,5421.832297027888
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1,1075.3018093604146
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,1,2387.592863197408
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,1,2876.6936308709887
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,1,753.6222468752467
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1,2008.9675988192562
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,1,636.9216498569551
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,1,352.220133549207
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,1,2932.705754305463
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1,2023.4240364799691
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,1,1946.3531087852507
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,1,499.5808396416679
4382,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,1,2824.124613327196
4383,1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,1,7385.698978897984
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,0,8280.003246356575
4385,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,1,725.2567065569185
4386,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,1,1828.4487284685792
4387,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,1,6372.725898013834
4388,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,1,595.6666904586795
4389,1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,0,11662.49876729085
4390,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,1,3085.543545761893
4391,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,1,753.5403204275636
4392,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,1,443.0091243000633
4393,1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,1,4318.334925348275
4394,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1,2024.727293800617
4395,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,0,13847.566881675508
4396,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1,1434.867422393252
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,1,2981.4177197031404
4398,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1,1405.167662461135
4399,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,1,867.1158286153559
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,0,16086.811919009657
4401,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,1,636.3149000241402
